Index,Id,Title,Year,Rated,Runtime,Director,Writer,Actors,Plot,imdbRating,imdbVotes
6984,60086,Boy Culture,2006,UNRATED,88 min,Q. Allan Brocka,"Matthew Rettenmund (based on the novel by), Philip Pierce (written for the screen by), Q. Allan Brocka (written for the screen by)","Derek Magyar, George Jonson, Patrick Bauchau, Darryl Stephens","A successful male escort describes in a series of confessions his tangled romantic relationships with his two roommates and an older, enigmatic male client.",6.8,4953
6985,60126,Get Smart,2008,PG-13,110 min,Peter Segal,"Tom J. Astle, Matt Ember, Mel Brooks (characters), Buck Henry (characters)","Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin",A highly intellectual but socially awkward spy is tasked with preventing a terrorist attack from a Russian spy agency.,6.5,177599
6986,60128,YPF,2007,N/A,87 min,Martin Gero,"Aaron Abrams, Martin Gero","Aaron Abrams, Carly Pope, Kristin Booth, Josh Dean","On a Tuesday night, five couples have separate sexual adventures.",6.3,18223
6987,60135,Surfwise,2007,R,93 min,Doug Pray,Doug Pray,"Juliette Paskowitz, David Paskowitz, Jonathan Paskowitz, Abraham Paskowitz","Doug Pray explores the life of surfer Dorian ""Doc"" Paskowitz.",7.3,1287
6988,60137,The Rape of Europa,2006,UNRATED,117 min,"Richard Berge, Bonni Cohen, Nicole Newnham","Richard Berge, Bonni Cohen, Jon Else (additional writer), Nicole Newnham, Lynn Nicholas (book)","Joan Allen, E. Randol Schoenberg, Maria Altmann, Wolfgang Fischer",The story of Nazi Germany's plundering of Europe's great works of art during World War II and Allied efforts to minimize the damage.,7.7,1284
6989,60161,Futurama: The Beast with a Billion Backs,2008,NOT RATED,90 min,Peter Avanzino,"Matt Groening (created by), Matt Groening (developed by), David X. Cohen (developed by), Eric Kaplan (teleplay by), Eric Kaplan (story by), David X. Cohen (story by)","Billy West, Katey Sagal, John DiMaggio, Tress MacNeille","The Planet Express crew discovers a tentacle covered, planet sized alien that wishes to copulate with it all the inhabitants of Earth.",7.3,20773
6990,60291,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,R,120 min,Alex Gibney,"Alex Gibney (screenplay), Hunter S. Thompson (writings)","Hunter S. Thompson, Johnny Depp, Joe Cairo, David Carlo",A portrait of the late gonzo journalist Hunter S. Thompson.,7.7,6833
6991,60293,The Wackness,2008,R,99 min,Jonathan Levine,Jonathan Levine,"Ben Kingsley, Josh Peck, Famke Janssen, Olivia Thirlby","It's the summer of 1994, and the streets of New York are pulsing with hip-hop. Set against this backdrop, a lonely teenager named Luke Shapiro spends his last summer before university selling marijuana throughout New York City, trading it with his unorthodox psychotherapist for treatment, while having a crush on his stepdaughter.",7,28047
6992,60295,Up the Yangtze,2007,N/A,93 min,Yung Chang,Yung Chang,"Jerry Bo Yu Chen, Campbell Ping He, Cindy Shui Yu","At the edge of the Yangtze River, not far from the Three Gorges Dam, young men and women take up employment on a cruise ship, where they confront rising waters and a radically changing China.",7.5,1620
6993,60333,Encounters at the End of the World,2007,G,99 min,Werner Herzog,Werner Herzog,"Werner Herzog, Scott Rowland, Stefan Pashov, Doug MacAyeal","Film-maker Werner Herzog travels to the McMurdo Station in Antarctica, looking to capture the continent's beauty and investigate the characters living there.",7.8,15293
6994,60343,Wee Willie Winkie,1937,APPROVED,100 min,John Ford,"Ernest Pascal (screen play), Julien Josephson (screen play), Rudyard Kipling (based upon the story by)","Shirley Temple, Victor McLaglen, C. Aubrey Smith, June Lang","Priscilla Williams is a young girl traveling with her mother, Joyce, to join her paternal grandfather, a British army colonel, at the post he commands in northern India. Upon arrival, they ...",7.1,1093
6995,60382,Roman Polanski: Wanted and Desired,2008,UNRATED,99 min,Marina Zenovich,"Joe Bini, P.G. Morgan, Marina Zenovich","Andrew Braunsberg, Richard Brenneman, Douglas Dalton, Marilyn Beck",Examines the public scandal and private tragedy which led to legendary filmmaker Roman Polanski's sudden flight from the United States.,7.3,4387
6996,60384,Z Channel: A Magnificent Obsession,2004,R,120 min,Xan Cassavetes,N/A,"Robert Altman, Vera Carlisle Anderson, C.L. Batten, Jacqueline Bisset","A documentary on the Z Channel, one of the first pay cable stations in the US, and its programming chief, Jerry Harvey. Debuting in 1974, the LA-based channel's eclectic slate of movies ...",7.7,1166
6997,60397,Mamma Mia!,2008,PG-13,108 min,Phyllida Lloyd,"Catherine Johnson (screenplay), Catherine Johnson (musical book)","Amanda Seyfried, Stellan Skarsgård, Pierce Brosnan, Nancy Baldwin",The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,6.4,158322
6998,60471,Rogue,2007,R,99 min,Greg McLean,Greg McLean,"Radha Mitchell, Michael Vartan, Sam Worthington, Caroline Brazier",An American journalist on assignment in the Australian outback encounters a man-eating crocodile while trapped on a rapidly flooding mud island.,6.2,23369
6999,60487,"It's the Great Pumpkin, Charlie Brown",1966,NOT RATED,25 min,Bill Melendez,Charles M. Schulz,"Peter Robbins, Christopher Shea, Sally Dryer, Kathy Steinberg",The Peanuts gang celebrates Halloween while Linus waits for the Great Pumpkin.,8.2,12321
7000,60514,Journey to the Center of the Earth,2008,PG,93 min,Eric Brevig,"Michael D. Weiss (screenplay), Jennifer Flackett (screenplay), Mark Levin (screenplay), Jules Verne (novel)","Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers","On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",5.8,94370
7001,60516,Meet Dave,2008,PG,90 min,Brian Robbins,"Rob Greenberg, Bill Corbett","Eddie Murphy, Elizabeth Banks, Gabrielle Union, Scott Caan","A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",4.9,33600
7002,60609,Death Note,2006,NOT RATED,126 min,Shûsuke Kaneko,"Tsugumi Ôba (original manga), Takeshi Obata (original manga), Tetsuya Oishi (screenplay)","Tatsuya Fujiwara, Ken'ichi Matsuyama, Asaka Seto, Shigeki Hosokawa","A battle between the world's two greatest minds begins when Light Yagami finds the Death Note, a notebook with the power to kill, and decides to rid the world of criminals.",7.9,25046
7003,60649,Space Chimps,2008,G,81 min,Kirk De Micco,"Kirk De Micco (screenplay), Robert Moreland (screenplay), Kirk De Micco (story), Jason Mayland (additional screenplay material)","Andy Samberg, Cheryl Hines, Jeff Daniels, Patrick Warburton",Three chimps are sent into space to explore the possibility of alien life when an unmanned space shuttle crash lands on an uncharted planet.,4.5,9432
7004,60674,Stargate: Continuum,2008,NOT RATED,98 min,Martin Wood,Brad Wright,"Ben Browder, Amanda Tapping, Christopher Judge, Michael Shanks",Ba'al travels back in time and prevents the Stargate program from being started. SG-1 must somehow restore history.,7.6,19263
7005,60684,Watchmen,2009,R,162 min,Zack Snyder,"David Hayter (screenplay), Alex Tse (screenplay), Dave Gibbons (graphic novel illustrator)","Malin Akerman, Billy Crudup, Matthew Goode, Jackie Earle Haley","In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",7.6,420928
7006,60753,Felon,2008,R,104 min,Ric Roman Waugh,Ric Roman Waugh,"Stephen Dorff, Marisol Nichols, Vincent Miller, Anne Archer",A family man convicted of killing an intruder must cope with life afterward in the violent penal system.,7.5,69277
7007,60756,Step Brothers,2008,R,98 min,Adam McKay,"Will Ferrell (screenplay), Adam McKay (screenplay), Will Ferrell (story), Adam McKay (story), John C. Reilly (story)","Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins",Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,6.9,228810
7008,60760,The X Files: I Want to Believe,2008,PG-13,104 min,Chris Carter,"Frank Spotnitz, Chris Carter, Chris Carter (television series ""The X-Files"")","David Duchovny, Gillian Anderson, Amanda Peet, Billy Connolly",Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.,5.9,81841
7009,60763,American Teen,2008,PG-13,95 min,Nanette Burstein,Nanette Burstein,"Jake Tusing, Megan Krizmanich, Colin Clemens, Mitch Reinholt",A documentary on seniors at a high school in a small Indiana town and their various cliques.,6.5,3914
7010,60766,Man on Wire,2008,PG-13,94 min,James Marsh,Philippe Petit (book),"Philippe Petit, Jean François Heckel, Jean-Louis Blondeau, Annie Allix","A look at tightrope walker Philippe Petit's daring, but illegal, high-wire routine performed between New York City's World Trade Center's twin towers in 1974, what some consider, ""the artistic crime of the century"".",7.8,45216
7011,60832,Pathology,2008,R,95 min,Marc Schölermann,"Mark Neveldine, Brian Taylor","Milo Ventimiglia, Michael Weston, Alyssa Milano, Lauren Lee Smith",A group of medical students devise a deadly game: to see which one of them can commit the perfect murder.,6,28209
7012,60857,The Tracey Fragments,2007,R,77 min,Bruce McDonald,"Maureen Medved, Maureen Medved (novel)","Ellen Page, Maxwell McCabe-Lokos, Ari Cohen, Erin McMurtry","15-year-old Tracey Berkowitz is naked under a shower curtain at the back of a bus, looking for her little brother Sonny, who thinks he's a dog.",6.2,6915
7013,60937,The Mummy: Tomb of the Dragon Emperor,2008,PG-13,112 min,Rob Cohen,"Alfred Gough, Miles Millar","Brendan Fraser, Jet Li, Maria Bello, John Hannah","In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.",5.2,128808
7014,60943,Frozen River,2008,R,97 min,Courtney Hunt,Courtney Hunt,"Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe","Takes place in the days before Christmas near a little-known border crossing on the Mohawk reservation between New York State and Quebec. Here, the lure of fast money from smuggling ...",7.2,22576
7015,60950,Vicky Cristina Barcelona,2008,PG-13,96 min,Woody Allen,Woody Allen,"Rebecca Hall, Scarlett Johansson, Christopher Evan Welch, Chris Messina","Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",7.1,213954
7016,60990,Kohayagawa-ke no aki,1961,N/A,103 min,Yasujirô Ozu,"Kôgo Noda (screenplay), Yasujirô Ozu (screenplay)","Ganjirô Nakamura, Setsuko Hara, Yôko Tsukasa, Michiyo Aratama",The family of an older man who runs a small sake brewery become concerned with his finances and his health after they discover him visiting an old mistress from his youth.,8,2546
7017,61013,Gigantic,1999,N/A,80 min,Sebastian Schipper,Sebastian Schipper,"Frank Giering, Florian Lukas, Antoine Monot Jr., Julia Hummer",Three friends from Hamburg spend one last night on the town before one of them leaves the city forever.,7.8,3530
7018,61024,Pineapple Express,2008,R,111 min,David Gordon Green,"Seth Rogen (screenplay), Evan Goldberg (screenplay), Judd Apatow (story), Seth Rogen (story), Evan Goldberg (story)","Seth Rogen, James Franco, Danny McBride, Kevin Corrigan",A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,7,273405
7019,61026,Red Cliff,2008,R,148 min,John Woo,"John Woo (screenplay), Khan Chan (screenplay), Cheng Kuo (screenplay), Heyu Sheng (screenplay), Guanzhong Luo (novel)","Tony Chiu-Wai Leung, Takeshi Kaneshiro, Fengyi Zhang, Chen Chang",The first chapter of a two-part story centered on a battle fought in China's Three Kingdoms period (220-280 A.D.).,7.4,39112
7020,61071,The Sisterhood of the Traveling Pants 2,2008,PG-13,119 min,Sanaa Hamri,"Elizabeth Chandler (screenplay), Ann Brashares (novel)","Amber Tamblyn, Alexis Bledel, America Ferrera, Blake Lively",Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.,6.2,23811
7021,61075,Elegy,2008,R,112 min,Isabel Coixet,"Nicholas Meyer (screenplay), Philip Roth (novel)","Penélope Cruz, Ben Kingsley, Dennis Hopper, Patricia Clarkson","Cultural critic David Kepesh finds his life -- which he indicates is a state of ""emancipated manhood"" -- thrown into tragic disarray by Consuela Castillo, a well-mannered student who awakens a sense of sexual possessiveness in her teacher.",6.8,20263
7022,61123,High School Musical 2,2007,TV-G,104 min,Kenny Ortega,Peter Barsocchini,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel",School's out for summer and the East High Wildcats are ready to make it the time of their lives after landing jobs in a wealthy country club owned by Sharpay and Ryan's family.,4.8,44238
7023,61132,Tropic Thunder,2008,R,107 min,Ben Stiller,"Justin Theroux (screenplay), Ben Stiller (screenplay), Etan Cohen (screenplay), Ben Stiller (story), Justin Theroux (story)","Jeff Kahn, Robert Downey Jr., Anthony Ruivivar, Jack Black","Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",7,329304
7024,61160,Star Wars: The Clone Wars,2008,PG,98 min,Dave Filoni,"Henry Gilroy, Steven Melching, Scott Murphy","Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Bradley Baker","After the Republic's victory on Christophsis, Anakin and his new apprentice Ahsoka Tano must rescue the kidnapped son of Jabba the Hutt. Political intrigue complicates their mission.",5.9,45854
7025,61167,Henry Poole Is Here,2008,PG,99 min,Mark Pellington,Albert Torres,"Luke Wilson, Radha Mitchell, Adriana Barraza, George Lopez","Henry Poole moves in to a house in his old neighborhood, to spend what he believes are his remaining days alone. The discovery of a ""miracle"" by a nosy neighbor ruptures his solitude and restores his faith in life.",6.5,11384
7026,61206,In the City of Sylvia,2007,UNRATED,84 min,José Luis Guerín,José Luis Guerín,"Pilar López de Ayala, Xavier Lafitte, Laurence Cordier, Tanja Czichy",A man returns to a city to try to track down a lovely woman he met six years earlier.,7,1989
